FixedFormatFile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"怪物ID，（定义规则：NXXXYYZZZ；  N为大类，1测试；2地图怪物，3副本怪物，4NPC，5功能型；XXX为所在地图ID；  YY为子类型，N=2,3时，00为小怪，02为首领；N=4时，应为00；N=5时，01表示传送；   ZZZ为编号）",怪物名（可不填，仅为方便脚本配置人员了解是哪个怪物）,怪物模型资源名字，字符串，用于显示,模型厚度比例x,模型身高比例y,模型宽度比例z,模型颜色红色,模型颜色绿色,模型颜色蓝色,模型透明度,怪物头像图片资源名字，字符串,调色板ID（造型相同的怪物颜色不同）,AI信息的ID,"类型, 10：一般怪物，11：不可被攻击的怪物",怪物的种族,怪物的派别,不填为小怪；2为头领；3为稀有；4为护卫；5为BOSS；6为BBOSS头领；7为囚笼；,是否被过滤,怪物的等级,阵营（0：全门派友善； 123：对应门派ID，与本门派友善，与其它门派敌对； 11；全门派敌对）， 注：玩家和玩家召唤的宠物的静态阵营ID都是其所属门派ID,能否被选中，0：表示可以被选中，1：表示不能被选中,为1表示可以对话,怪物的视野，单位：米,为1表示不接受事件,怪物被杀死后，玩家获得的金钱，绑定,怪物可被攻击的半径，用于建筑等体积巨大的物件,怪物占位的半径：单位：分米,为1表示生物无占位,相对回归半径,绝对回归半径,时间回归，单位：毫秒,为1表示回归时不回血,基本移动速度，单位：x毫秒/米,基础攻击速度，单位：x毫秒/次,怪物的奖励归属类型，1：最后的攻击者拥有奖励，2：第一个攻击者拥有奖励，3：持续攻击者拥有奖励，4：指定奖励拥有者，5：最后的玩家攻击者拥有奖励（宠物、召唤兽等杀死不算），6：按伤害比例进行计算怪物归属，7：队伍分配时随机选择队员获得奖励,怪物掉落ID的集合，形如：ID1+ID2+ID3,技能索引集合，形如：Index1+Index2+Index3,对应技能使用概率的集合，千分比，形如：Prob1+Prob2+Prob3,怪物属性，配合技能使用,怪物出生动画光效,功能集(1、任务 2、传送 3、任务 8、商店 10、寄售 20、法宝炼制 40、法宝经验 80、法宝替换 100、排行版 200、激活码信息),每个功能对应的功能ID,怪物势力,性别(1男，2女),AI跟踪,怪物称号,头顶图片,骑乘动画（坐骑专用）,移动动画（坐骑专用）,休闲动画（坐骑专用）,属性计算公式类型ID，10000001是幻兽公式,对应采集物ID,魂数量，搜魂灯使用,特殊死亡动画机率(1000分制),特殊死亡动画,荣誉点,是否不消耗亲朋金币(1表示不消耗，0表示消耗亲朋币),击杀率下限(1-1000),击杀率上限(1-1000),免伤率
10000511,离·九幽浮屠塔·镇魂,fututa.eqs,170,170,170,,,,,,,317,11,,,1,1,1,0,1,,15,,,,5,,5,5,,,200,2000,3,,0,0,,,,,仙甲,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,,,5
10000512,离·玄天太极镜·归墟,taijilihuanjing.eqs,170,170,170,,,,,,,317,11,,,1,1,1,0,1,,15,,,,5,,5,5,,,200,2000,3,,0,0,,,,,仙甲,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,,,5
10000513,离·月华蝴蝶锁·乱舞,hudieren.eqs,170,170,170,,,,,,,317,11,,,1,1,1,0,1,,15,,,,5,,5,5,,,200,2000,3,,0,0,,,,,仙甲,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,,,5
10000514,离·白骨朱颜葫·乾坤,jiujiuhongsanpohulu.eqs,170,170,170,,,,,,,317,11,,,1,1,1,0,1,,15,,,,5,,5,5,,,200,2000,3,,0,0,,,,,仙甲,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,,,5
10000515,离·灭世修罗镜·混沌,XJ_xiuluomietianjing.eqs,170,170,170,,,,,,,317,11,,,1,1,1,0,1,,15,,,,5,,5,5,,,200,2000,3,,0,0,,,,,仙甲,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,,,5
10000516,离·刑天五龙轮·万象,wulonglun.eqs,170,170,170,,,,,,,317,11,,,1,1,1,0,1,,15,,,,5,,5,5,,,200,2000,3,,0,0,,,,,仙甲,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,,,5
10000517,离·渎心摄魂铃·轮回,shehunling.eqs,170,170,170,,,,,,,317,11,,,1,1,1,0,1,,15,,,,5,,5,5,,,200,2000,3,,0,0,,,,,仙甲,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,,,5
10000518,离·龙魂星辰眼·不灭,yuehualun.eqs,170,170,170,,,,,,,317,11,,,1,1,1,0,1,,15,,,,5,,5,5,,,200,2000,3,,0,0,,,,,仙甲,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,,,5
10000519,离·黎山五火扇·伏法,wuhuoshenyanshan.eqs,170,170,170,,,,,,,317,11,,,1,1,1,0,1,,15,,,,5,,5,5,,,200,2000,3,,0,0,,,,,仙甲,,,,,,,,100,,,100,TY_oth_baozha_2_siwang,20,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11010001,南海虾兵,MST_09_SZSW_01.eqs,65,65,65,,,,,,,6,10,,,1,,1,11,,,10,,,,5,,14,14,,,600,2000,3,,5+625+635,600+200+200,,Action_Born,,,南海海卫,,,测试专用,,,,,100,10019001,,900,TY_oth_baozha_2_siwang,20,,,,5
11010007,古墓卫兵,BOSS_22_GCX.eqs,80,80,80,,,,,,,313,10,,,1,,30,11,,,10,,,,5,,14,14,,,600,2000,3,,5+626,700+300,,TongYongGuaiWu_ChuXian_01,,,殷墟古墓,,,胆小的,,,,,100,,,900,TY_oth_baozha_2_siwang,20,,,,5
11010008,古墓盗蟹,BOSS_24_JXS.eqs,60,60,60,,,,,,,313,10,,,1,,30,11,,,10,,,,5,,14,14,,,600,2000,3,,5+627,700+300,,TongYongGuaiWu_ChuXian_01,,,殷墟古墓,,,狡诈的,,,,,100,,,900,TY_oth_baozha_2_siwang,20,,,,5
11010009,天界行刑官,MST_07_JPLW_03.eqs,150,150,150,,,,,,,312,10,,,1,,30,11,,,10,,,,5,,14,14,,,600,2000,3,,5+628,700+300,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,斩妖台,,,,,200,,,900,TY_oth_baozha_2_siwang,20,,,,5
11010015,地界行刑官,MST_07_JPLW_02.eqs,150,150,150,,,,,,,312,10,,,1,,30,11,,,10,,,,5,,14,14,,,600,2000,3,,5+629,700+300,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,斩妖台,,,,,200,,,900,TY_oth_baozha_2_siwang,20,,,,5
11010016,人界行刑官,MST_07_JPLW_03.eqs,150,150,150,,,,,,,312,10,,,1,,30,11,,,10,,,,5,,14,14,,,600,2000,3,,5+630,700+300,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,斩妖台,,,,,200,,,900,TY_oth_baozha_2_siwang,20,,,,5
11010018,刑场杂役,MST_07_JPLW_02.eqs,80,80,80,,,,,,,312,10,,,1,,35,11,,,10,,,,5,,14,14,,,600,2000,3,,5+631,700+300,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,斩妖台,,,,,100,,,900,TY_oth_baozha_2_siwang,20,,,,5
11010037,屠夫,BOSS_11_STR.eqs,130,130,130,,,,,,,312,10,,,1,,35,11,,,10,,,,5,,14,14,,,600,2000,8,,5+632,700+300,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,斩妖台,,,,,200,,,900,TY_oth_baozha_2_siwang,20,,,,5
11010041,麒麟,BOSS_16_RYQL.eqs,130,130,130,,,,,,,313,10,,,1,,30,11,,,10,,,,5,,14,14,,,600,2000,3,,5+633,700+300,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,神兽,,,,,200,,,900,TY_oth_baozha_2_siwang,20,,,,5
11010042,雷兽,BOSS_12_STR.eqs,130,130,130,,,,,,,313,10,,,1,,30,11,,,10,,,,5,,14,14,,,600,2000,3,,5+634,700+300,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,神兽,,,,,200,,,900,TY_oth_baozha_2_siwang,20,,,,5
11010043,天龙,BOSS_21_SSL_red.eqs,130,130,130,,,,,,,313,10,,,1,,30,11,,,10,,,,5,,14,14,,,600,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,神兽,,,,,200,,,900,TY_oth_baozha_2_siwang,20,,,,5
11010044,铜角小怪,MST_28_JLHY_02.eqs,100,100,100,,,,,,,313,10,,,1,,30,11,,,10,,,,5,,14,14,,,600,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,孤魂野鬼,,,,,100,,,900,TY_oth_baozha_2_siwang,20,,,,5
11010045,铁角小妖,MST_28_JLHY_03.eqs,100,100,100,,,,,,,313,10,,,1,,30,11,,,10,,,,5,,14,14,,,600,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,孤魂野鬼,,,,,100,,,900,TY_oth_baozha_2_siwang,20,,,,5
11010046,绿衣小怪,MST_45_KZJ_02.eqs,100,100,100,,,,,,,313,10,,,1,,30,11,,,10,,,,5,,14,14,,,600,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,孤魂野鬼,,,,,100,,,900,TY_oth_baozha_2_siwang,20,,,,5
11010047,紫衣小妖,MST_45_KZJ_03.eqs,100,100,100,,,,,,,313,10,,,1,,30,11,,,10,,,,5,,14,14,,,600,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,孤魂野鬼,,,,,100,,,900,TY_oth_baozha_2_siwang,20,,,,5
11010048,困魂小怪,MST_24_XLTM_02.eqs,100,100,100,,,,,,,313,10,,,1,,30,11,,,10,,,,5,,14,14,,,600,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,孤魂野鬼,,,,,100,,,900,TY_oth_baozha_2_siwang,20,,,,5
11010049,锁魂小妖,MST_24_XLTM_03.eqs,100,100,100,,,,,,,313,10,,,1,,30,11,,,10,,,,5,,14,14,,,600,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,孤魂野鬼,,,,,100,,,900,TY_oth_baozha_2_siwang,20,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21020001,刺戟人狼,MST_07_JPLW_02.eqs,100,100,100,,,,,,,313,10,,,1,,50,11,,,5,,,,5,,12,14,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,804,,1,900,TY_oth_baozha_2_siwang,20,,,,5
21020002,巨镰异族,MST_23_YYXL_02.eqs,100,100,100,,,,,,,313,10,,,1,,50,11,,,5,,,,5,,12,14,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,804,,1,900,TY_oth_baozha_2_siwang,20,,,,5
21020003,玄铁蝠妖,MST_11_YSDSW_02.eqs,100,100,100,,,,,,,313,10,,,1,,50,11,,,5,,,,5,,12,14,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,804,,1,900,TY_oth_baozha_2_siwang,20,,,,5
21020004,聚灵狼人,MST_07_JPLW_03.eqs,100,100,100,,,,,,,313,10,,,1,,50,11,,,5,,,,5,,12,14,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,805,,2,900,TY_oth_baozha_2_siwang,20,,,,5
21020005,异人狂暴者,MST_23_YYXL_03.eqs,100,100,100,,,,,,,313,10,,,1,,50,11,,,5,,,,5,,12,14,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,805,,2,900,TY_oth_baozha_2_siwang,20,,,,5
21020006,蝠翼地妖,MST_11_YSDSW_03.eqs,100,100,100,,,,,,,313,10,,,1,,50,11,,,5,,,,5,,12,14,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,805,,2,900,TY_oth_baozha_2_siwang,20,,,,5
21020007,石妖统领,MST_83_STJ_01.eqs,200,200,200,,,,,,,327,10,,,5,,50,11,,,5,,,,5,,12,14,,,700,2000,8,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,806,,6,900,TY_oth_baozha_2_siwang,20,,,,5
21020008,大地妖灵,MST_71_TLS_01.eqs,150,150,150,,,,,,,313,10,,,1,,50,11,,,5,,,,8,,12,14,,,700,2000,8,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,807,,3,900,TY_oth_baozha_2_siwang,20,,,,5
21020023,聚宝妖狐,yaohu_liuwei.eqs,150,150,150,,,,,,,311,10,,,1,,50,11,,,5,,,,5,,12,14,,,700,2000,8,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,855,,6,900,TY_oth_baozha_2_siwang,20,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21020009,天玄·搜魂使,boss_suohun.eqs,100,100,100,,,,,,,312,10,,,1,,50,0,,1,8,,,,8,,20,30,,,700,2000,8,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,500,,,900,TY_oth_baozha_2_siwang,20,,,,5
21020010,混元·搜魂使,boss_suohun.eqs,100,100,100,,,,,,,312,10,,,1,,50,0,,1,8,,,,8,,20,30,,,700,2000,8,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,500,,,900,TY_oth_baozha_2_siwang,20,,,,5
21020011,皇极·搜魂使,boss_suohun.eqs,100,100,100,,,,,,,312,10,,,1,,50,0,,1,8,,,,8,,20,30,,,0,2000,8,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,500,,,900,TY_oth_baozha_2_siwang,20,,,,5
21020012,天玄守卫,zysw_txz_nan.eqs,100,100,100,,,,,,,312,10,,,1,,200,1,,,18,,,,5,,30,30,,,300,2000,3,,4,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,893,,,900,TY_oth_baozha_2_siwang,20,,,,5
21020013,混元守卫,zysw_hyj_nan.eqs,100,100,100,,,,,,,312,10,,,1,,200,2,,,18,,,,5,,30,30,,,300,2000,3,,4,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,893,,,900,TY_oth_baozha_2_siwang,20,,,,5
21020014,皇极守卫,zysw_hjd_nan.eqs,100,100,100,,,,,,,312,10,,,1,,200,3,,,18,,,,5,,30,30,,,300,2000,3,,4,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,893,,,900,TY_oth_baozha_2_siwang,20,,,,5
21020015,碧水麒麟,bishuiqilin.eqs,150,150,150,,,,,,,312,10,,,1,,100,0,,1,10,,,,10,,20,30,,,900,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,500,,,900,TY_oth_baozha_2_siwang,20,,,,5
21020016,阎炎魔兽,BOSS_10_CSJS.eqs,100,100,100,,,,,,,312,10,,,1,,100,0,,1,10,,,,10,,20,30,,,900,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,500,,,900,TY_oth_baozha_2_siwang,20,,,,5
21020017,霸皇机甲,bahuangjijia.eqs,100,100,100,,,,,,,312,10,,,1,,100,0,,1,10,,,,10,,20,30,,,900,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,500,,,900,TY_oth_baozha_2_siwang,20,,,,5
21020018,混元守卫,hunyuanjiao_nan.eqs,100,100,100,,,,,,,312,10,,,1,,200,2,,,8,,,,5,,30,30,,,300,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,893,,,900,TY_oth_baozha_2_siwang,20,,,,5
21020019,因果,boss_yinguo.eqs,100,100,100,,,,,,,312,10,,,1,,100,11,,,8,,,,8,,20,30,,,900,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,六道轮回,,,,,,,,500,,,900,TY_oth_baozha_2_siwang,20,,,,5
21020020,罪恶之剑,boss_zuiezhijian.eqs,100,100,100,,,,,,,312,10,,,1,,100,11,,,8,,,,8,,20,30,,,900,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,六道轮回,,,,,,,,500,,,900,TY_oth_baozha_2_siwang,20,,,,5
21020021,夜狱魔尊,boss_yeyumozun.eqs,100,100,100,,,,,,,312,10,,,1,,100,11,,,8,,,,8,,20,30,,,900,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,六道轮回,,,,,,,,500,,,900,TY_oth_baozha_2_siwang,20,,,,5
21020022,天之少主,boss_tianzhishaozhu.eqs,100,100,100,,,,,,,312,10,,,1,,100,11,,,8,,,,8,,20,30,,,900,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,六道轮回,,,,,,,,500,,,900,TY_oth_baozha_2_siwang,20,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21020101,刺戟人狼,MST_07_JPLW_02.eqs,100,100,100,,,,,,,313,10,,,1,,70,11,,,5,,,,5,,12,14,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,804,,1,900,TY_oth_baozha_2_siwang,20,,,,5
21020102,巨镰异族,MST_23_YYXL_02.eqs,100,100,100,,,,,,,313,10,,,1,,70,11,,,5,,,,5,,12,14,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,804,,1,900,TY_oth_baozha_2_siwang,20,,,,5
21020103,玄铁蝠妖,MST_11_YSDSW_02.eqs,100,100,100,,,,,,,313,10,,,1,,70,11,,,5,,,,5,,12,14,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,804,,1,900,TY_oth_baozha_2_siwang,20,,,,5
21020104,聚灵狼人,MST_07_JPLW_03.eqs,100,100,100,,,,,,,313,10,,,1,,70,11,,,5,,,,5,,12,14,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,805,,2,900,TY_oth_baozha_2_siwang,20,,,,5
21020105,异人狂暴者,MST_23_YYXL_03.eqs,100,100,100,,,,,,,313,10,,,1,,70,11,,,5,,,,5,,12,14,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,805,,2,900,TY_oth_baozha_2_siwang,20,,,,5
21020106,蝠翼地妖,MST_11_YSDSW_03.eqs,100,100,100,,,,,,,313,10,,,1,,70,11,,,5,,,,5,,12,14,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,805,,2,900,TY_oth_baozha_2_siwang,20,,,,5
21020107,石妖统领,MST_83_STJ_01.eqs,200,200,200,,,,,,,327,10,,,5,,70,11,,,5,,,,5,,12,14,,,700,2000,8,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,806,,6,900,TY_oth_baozha_2_siwang,20,,,,5
21020108,大地妖灵,MST_71_TLS_01.eqs,150,150,150,,,,,,,313,10,,,1,,70,11,,,5,,,,8,,12,14,,,700,2000,8,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,807,,3,900,TY_oth_baozha_2_siwang,20,,,,5
21020123,聚宝妖狐,yaohu_liuwei.eqs,150,150,150,,,,,,,311,10,,,1,,70,11,,,5,,,,5,,12,14,,,700,2000,8,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,855,,6,900,TY_oth_baozha_2_siwang,20,,,,5
21020109,天玄·搜魂使,boss_suohun.eqs,100,100,100,,,,,,,312,10,,,1,,70,0,,1,8,,,,8,,20,30,,,700,2000,8,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,500,,,900,TY_oth_baozha_2_siwang,20,,,,5
21020110,混元·搜魂使,boss_suohun.eqs,100,100,100,,,,,,,312,10,,,1,,70,0,,1,8,,,,8,,20,30,,,700,2000,8,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,500,,,900,TY_oth_baozha_2_siwang,20,,,,5
21020111,皇极·搜魂使,boss_suohun.eqs,100,100,100,,,,,,,312,10,,,1,,70,0,,1,8,,,,8,,20,30,,,0,2000,8,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,500,,,900,TY_oth_baozha_2_siwang,20,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21020201,刺戟人狼,MST_07_JPLW_02.eqs,100,100,100,,,,,,,313,10,,,1,,90,11,,,5,,,,5,,12,14,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,804,,1,900,TY_oth_baozha_2_siwang,20,,,,5
21020202,巨镰异族,MST_23_YYXL_02.eqs,100,100,100,,,,,,,313,10,,,1,,90,11,,,5,,,,5,,12,14,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,804,,1,900,TY_oth_baozha_2_siwang,20,,,,5
21020203,玄铁蝠妖,MST_11_YSDSW_02.eqs,100,100,100,,,,,,,313,10,,,1,,90,11,,,5,,,,5,,12,14,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,804,,1,900,TY_oth_baozha_2_siwang,20,,,,5
21020204,聚灵狼人,MST_07_JPLW_03.eqs,100,100,100,,,,,,,313,10,,,1,,90,11,,,5,,,,5,,12,14,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,805,,2,900,TY_oth_baozha_2_siwang,20,,,,5
21020205,异人狂暴者,MST_23_YYXL_03.eqs,100,100,100,,,,,,,313,10,,,1,,90,11,,,5,,,,5,,12,14,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,805,,2,900,TY_oth_baozha_2_siwang,20,,,,5
21020206,蝠翼地妖,MST_11_YSDSW_03.eqs,100,100,100,,,,,,,313,10,,,1,,90,11,,,5,,,,5,,12,14,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,805,,2,900,TY_oth_baozha_2_siwang,20,,,,5
21020207,石妖统领,MST_83_STJ_01.eqs,200,200,200,,,,,,,327,10,,,5,,90,11,,,5,,,,5,,12,14,,,700,2000,8,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,806,,6,900,TY_oth_baozha_2_siwang,20,,,,5
21020208,大地妖灵,MST_71_TLS_01.eqs,150,150,150,,,,,,,313,10,,,1,,90,11,,,5,,,,8,,12,14,,,700,2000,8,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,807,,3,900,TY_oth_baozha_2_siwang,20,,,,5
21020223,聚宝妖狐,yaohu_liuwei.eqs,150,150,150,,,,,,,311,10,,,1,,90,11,,,5,,,,5,,12,14,,,700,2000,8,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,855,,6,900,TY_oth_baozha_2_siwang,20,,,,5
21020209,天玄·搜魂使,boss_suohun.eqs,100,100,100,,,,,,,312,10,,,1,,90,0,,1,8,,,,8,,20,30,,,700,2000,8,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,500,,,900,TY_oth_baozha_2_siwang,20,,,,5
21020210,混元·搜魂使,boss_suohun.eqs,100,100,100,,,,,,,312,10,,,1,,90,0,,1,8,,,,8,,20,30,,,700,2000,8,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,500,,,900,TY_oth_baozha_2_siwang,20,,,,5
21020211,皇极·搜魂使,boss_suohun.eqs,100,100,100,,,,,,,312,10,,,1,,90,0,,1,8,,,,8,,20,30,,,0,2000,8,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,500,,,900,TY_oth_baozha_2_siwang,20,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21020301,刺戟人狼,MST_07_JPLW_02.eqs,100,100,100,,,,,,,313,10,,,1,,110,11,,,5,,,,5,,12,14,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,804,,1,900,TY_oth_baozha_2_siwang,20,,,,5
21020302,巨镰异族,MST_23_YYXL_02.eqs,100,100,100,,,,,,,313,10,,,1,,110,11,,,5,,,,5,,12,14,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,804,,1,900,TY_oth_baozha_2_siwang,20,,,,5
21020303,玄铁蝠妖,MST_11_YSDSW_02.eqs,100,100,100,,,,,,,313,10,,,1,,110,11,,,5,,,,5,,12,14,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,804,,1,900,TY_oth_baozha_2_siwang,20,,,,5
21020304,聚灵狼人,MST_07_JPLW_03.eqs,100,100,100,,,,,,,313,10,,,1,,110,11,,,5,,,,5,,12,14,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,805,,2,900,TY_oth_baozha_2_siwang,20,,,,5
21020305,异人狂暴者,MST_23_YYXL_03.eqs,100,100,100,,,,,,,313,10,,,1,,110,11,,,5,,,,5,,12,14,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,805,,2,900,TY_oth_baozha_2_siwang,20,,,,5
21020306,蝠翼地妖,MST_11_YSDSW_03.eqs,100,100,100,,,,,,,313,10,,,1,,110,11,,,5,,,,5,,12,14,,,700,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,805,,2,900,TY_oth_baozha_2_siwang,20,,,,5
21020307,石妖统领,MST_83_STJ_01.eqs,200,200,200,,,,,,,327,10,,,5,,110,11,,,5,,,,5,,12,14,,,700,2000,8,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,806,,6,900,TY_oth_baozha_2_siwang,20,,,,5
21020308,大地妖灵,MST_71_TLS_01.eqs,150,150,150,,,,,,,313,10,,,1,,110,11,,,5,,,,8,,12,14,,,700,2000,8,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,807,,3,900,TY_oth_baozha_2_siwang,20,,,,5
21020323,聚宝妖狐,yaohu_liuwei.eqs,150,150,150,,,,,,,311,10,,,1,,110,11,,,5,,,,5,,12,14,,,700,2000,8,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,855,,6,900,TY_oth_baozha_2_siwang,20,,,,5
21020309,天玄·搜魂使,boss_suohun.eqs,100,100,100,,,,,,,312,10,,,1,,110,0,,1,8,,,,8,,20,30,,,700,2000,8,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,500,,,900,TY_oth_baozha_2_siwang,20,,,,5
21020310,混元·搜魂使,boss_suohun.eqs,100,100,100,,,,,,,312,10,,,1,,110,0,,1,8,,,,8,,20,30,,,700,2000,8,,5,1000,,TongYongGuaiWu_ChuXian_01,,,斩妖台,,,,,,,,500,,,900,TY_oth_baozha_2_siwang,20,,,,5
